[1.238018018018018,103.61560406132945],
[1.238018018018018,103.64681218398835],
[1.238018018018018,103.83406091994172],
[1.256036036036036,103.63120812265889],
[1.256036036036036,103.78724873595337],
[1.256036036036036,103.81845685861227],
[1.256036036036036,103.84966498127116],
[1.2740540540540541,103.61560406132945],
[1.2740540540540541,103.64681218398835],
[1.2740540540540541,103.77164467462393],
[1.2740540540540541,103.80285279728282],
[1.2740540540540541,103.83406091994172],
[1.2740540540540541,103.86526904260062],
[1.2920720720720722,103.63120812265889],
[1.2920720720720722,103.66241624531779],
[1.2920720720720722,103.69362436797668],
[1.2920720720720722,103.72483249063558],
[1.2920720720720722,103.75604061329447],
[1.2920720720720722,103.78724873595337],
[1.2920720720720722,103.81845685861227],
[1.2920720720720722,103.84966498127116],
[1.2920720720720722,103.88087310393006],
[1.2920720720720722,103.91208122658895],
[1.3100900900900903,103.64681218398835],
[1.3100900900900903,103.67802030664724],
[1.3100900900900903,103.70922842930614],
[1.3100900900900903,103.74043655196503],
[1.3100900900900903,103.77164467462393],
[1.3100900900900903,103.80285279728282],
[1.3100900900900903,103.83406091994172],
[1.3100900900900903,103.86526904260062],
[1.3100900900900903,103.89647716525951],
[1.3100900900900903,103.92768528791841],
[1.3100900900900903,103.9588934105773],
[1.3100900900900903,103.9901015332362],
[1.3281081081081083,103.63120812265889],
[1.3281081081081083,103.66241624531779],
[1.3281081081081083,103.69362436797668],
[1.3281081081081083,103.72483249063558],
[1.3281081081081083,103.75604061329447],
[1.3281081081081083,103.78724873595337],
[1.3281081081081083,103.81845685861227],
[1.3281081081081083,103.84966498127116],
[1.3281081081081083,103.88087310393006],
[1.3281081081081083,103.91208122658895],
[1.3281081081081083,103.94328934924785],
[1.3281081081081083,103.97449747190674],
[1.3281081081081083,104.00570559456564],
[1.3461261261261264,103.64681218398835],
[1.3461261261261264,103.67802030664724],
[1.3461261261261264,103.70922842930614],
[1.3461261261261264,103.74043655196503],
[1.3461261261261264,103.77164467462393],
[1.3461261261261264,103.80285279728282],
[1.3461261261261264,103.83406091994172],
[1.3461261261261264,103.86526904260062],
[1.3461261261261264,103.89647716525951],
[1.3461261261261264,103.92768528791841],
[1.3461261261261264,103.9588934105773],
[1.3461261261261264,103.9901015332362],
[1.3461261261261264,104.0213096558951],
[1.3641441441441444,103.66241624531779],
[1.3641441441441444,103.69362436797668],
[1.3641441441441444,103.72483249063558],
[1.3641441441441444,103.75604061329447],
[1.3641441441441444,103.78724873595337],
[1.3641441441441444,103.81845685861227],
[1.3641441441441444,103.84966498127116],
[1.3641441441441444,103.88087310393006],
[1.3641441441441444,103.91208122658895],
[1.3641441441441444,103.94328934924785],
[1.3641441441441444,103.97449747190674],
[1.3641441441441444,104.00570559456564],
[1.3821621621621625,103.67802030664724],
[1.3821621621621625,103.70922842930614],
[1.3821621621621625,103.74043655196503],
[1.3821621621621625,103.77164467462393],
[1.3821621621621625,103.80285279728282],
[1.3821621621621625,103.83406091994172],
[1.3821621621621625,103.86526904260062],
[1.3821621621621625,103.89647716525951],
[1.3821621621621625,103.92768528791841],
[1.3821621621621625,103.9588934105773],
[1.3821621621621625,103.9901015332362],
[1.4001801801801805,103.66241624531779],
[1.4001801801801805,103.69362436797668],
[1.4001801801801805,103.72483249063558],
[1.4001801801801805,103.75604061329447],
[1.4001801801801805,103.78724873595337],
[1.4001801801801805,103.81845685861227],
[1.4001801801801805,103.84966498127116],
[1.4001801801801805,103.88087310393006],
[1.4001801801801805,103.91208122658895],
[1.4181981981981986,103.67802030664724],
[1.4181981981981986,103.70922842930614],
[1.4181981981981986,103.74043655196503],
[1.4181981981981986,103.77164467462393],
[1.4181981981981986,103.80285279728282],
[1.4181981981981986,103.83406091994172],
[1.4181981981981986,103.86526904260062],
[1.4181981981981986,103.89647716525951],
[1.4362162162162166,103.69362436797668],
[1.4362162162162166,103.72483249063558],
[1.4362162162162166,103.75604061329447],
[1.4362162162162166,103.78724873595337],
[1.4362162162162166,103.81845685861227],
[1.4362162162162166,103.84966498127116],
[1.4542342342342347,103.80285279728282],
[1.4542342342342347,103.83406091994172],
